mdl,agnews,amazon_counterfactual,amazon_massive_scenario,amazonpolarity,appreviews,banking77,biasframes_intent,biasframes_offensive,biasframes_sex,capsotu,emotiondair,empathetic,financialphrasebank,imdb,manifesto,massive,mtop_domain,rottentomatoes,toxic_conversations_50k,trueteacher,tweet_sentiment_extraction,wikitoxic_insult,wikitoxic_obscene,wikitoxic_threat,wikitoxic_toxicaggregated,yahootopics,yelpreviews
deberta-v3-large-nli-triplet,0.8317348957061768,0.5857963562011719,0.6466480493545532,0.9301048517227173,0.9302252531051636,0.34609121084213257,0.7016400098800659,0.6651572585105896,0.5381077527999878,0.47797539830207825,0.49999648332595825,0.5419734716415405,0.7792794108390808,0.9280955195426941,0.18072746694087982,0.5456680059432983,0.6444740295410156,0.8395289182662964,0.7249240875244141,0.5605462193489075,0.6842126846313477,0.7779843807220459,0.8449709415435791,0.5460250973701477,0.8296811580657959,0.3875195384025574,0.9809557199478149
modernbert-base-nli,0.7723070979118347,0.6252304315567017,0.3678560256958008,0.9123939871788025,0.9103059768676758,0.19969211518764496,0.5955341458320618,0.637680172920227,0.6163214445114136,0.2925623059272766,0.4357683062553406,0.43872055411338806,0.6271319389343262,0.8924717903137207,0.07944910228252411,0.3880825638771057,0.634975790977478,0.8002640008926392,0.6856403350830078,0.5114648938179016,0.6429415345191956,0.7781862616539001,0.7136391997337341,0.5306406617164612,0.7542345523834229,0.518562912940979,0.9609659910202026
modernbert-large-nli,0.7711875438690186,0.5476767420768738,0.6381858587265015,0.9381246566772461,0.9252582788467407,0.28705841302871704,0.6431213617324829,0.6834946870803833,0.555086076259613,0.17529267072677612,0.4735690951347351,0.46538588404655457,0.7574691772460938,0.9173109531402588,0.14003317058086395,0.4664466083049774,0.6707661747932434,0.8766298294067383,0.6942710876464844,0.6215447783470154,0.6813621520996094,0.7359136939048767,0.8065485954284668,0.5483516454696655,0.7819554209709167,0.5348893404006958,0.979356050491333
modernbert-large-nli-triplet,0.7674962282180786,0.5473684072494507,0.6421945691108704,0.9311951398849487,0.9248816967010498,0.3550959825515747,0.6277194619178772,0.7015386819839478,0.5417810678482056,0.17092861235141754,0.49263378977775574,0.45187288522720337,0.7207602262496948,0.915077269077301,0.20576725900173187,0.5262409448623657,0.7289433479309082,0.8816505074501038,0.7012882232666016,0.5184117555618286,0.6878244876861572,0.7644418478012085,0.8065363168716431,0.5420881509780884,0.7960731983184814,0.4079374372959137,0.9790115356445312
ms-marco-MiniLM-L6-v2,0.5021059513092041,0.5311621427536011,0.2082698941230774,0.7118111848831177,0.7207171320915222,0.4417795240879059,0.6142018437385559,0.6441656351089478,0.4977855384349823,0.36105501651763916,0.325905442237854,0.34913337230682373,0.4312140643596649,0.6434303522109985,0.1313643604516983,0.14113575220108032,0.4953211843967438,0.5799888372421265,0.5260704755783081,0.566315770149231,0.47734230756759644,0.5011672973632812,0.5221269130706787,0.5189011096954346,0.49472469091415405,0.3344421088695526,0.666526734828949
gte-reranker-modernbert-base,0.7636871337890625,0.5635503530502319,0.5851699113845825,0.9194884896278381,0.9254856705665588,0.676284670829773,0.5298737287521362,0.5244028568267822,0.5789476037025452,0.45853084325790405,0.4515022337436676,0.4932851195335388,0.6179410815238953,0.8644256591796875,0.23649853467941284,0.5803945064544678,0.724173367023468,0.8307623863220215,0.6515475511550903,0.6142182350158691,0.6358391046524048,0.5351483821868896,0.5607047080993652,0.5204809308052063,0.5479526519775391,0.5611310005187988,0.9629999995231628
bge-reranker-base,0.6737851500511169,0.49580416083335876,0.439884215593338,0.6639357209205627,0.7936471104621887,0.5719695091247559,0.4995661973953247,0.4748896062374115,0.5227616429328918,0.40748095512390137,0.3168407380580902,0.3962348699569702,0.44167008996009827,0.6950551271438599,0.18218491971492767,0.44151943922042847,0.7379050254821777,0.5771682262420654,0.5716409683227539,0.4728548526763916,0.5594310760498047,0.6065172553062439,0.5764907598495483,0.5203135013580322,0.5842276811599731,0.4528435468673706,0.6512120962142944
bge-reranker-large,0.770831823348999,0.529032289981842,0.503018856048584,0.8704652786254883,0.891020655632019,0.6598912477493286,0.5933622121810913,0.5605754852294922,0.534077525138855,0.507485032081604,0.43648621439933777,0.4934283196926117,0.509984016418457,0.8143559694290161,0.2439526617527008,0.4407878816127777,0.8228057026863098,0.7568062543869019,0.6546375751495361,0.44633111357688904,0.583641529083252,0.6232432126998901,0.6795343160629272,0.52483069896698,0.6396280527114868,0.5396367311477661,0.8870046734809875
Qwen3-Reranker-0.6B,0.8210300207138062,0.578434407711029,0.6666264533996582,0.9118987321853638,0.8895370364189148,0.6613081097602844,0.5713315010070801,0.6866195797920227,0.5074318051338196,0.5465952157974243,0.49488916993141174,0.47439178824424744,0.6295381188392639,0.8847362399101257,0.3079465925693512,0.5602739453315735,0.8217553496360779,0.7837425470352173,0.6609043478965759,0.25275275111198425,0.6699082851409912,0.7388573884963989,0.802010178565979,0.5482288599014282,0.7932049632072449,0.5763124227523804,0.9473351240158081
Qwen3-Reranker-8B,0.8350103497505188,0.6174156069755554,0.7919961214065552,0.9571244120597839,0.9341866970062256,0.7354130744934082,0.7938579320907593,0.7809867858886719,0.6186710596084595,0.7135266661643982,0.49956265091896057,0.5800796151161194,0.8454323410987854,0.9500150084495544,0.398116797208786,0.7083504796028137,0.8437800407409668,0.9065382480621338,0.7413942813873291,0.7558139562606812,0.6521735191345215,0.8414127826690674,0.8755072355270386,0.5833333134651184,0.8630095720291138,0.6458627581596375,0.9820953607559204
all-MiniLM-L6-v2,0.6265597939491272,0.08656716346740723,0.5516502857208252,0.5116842985153198,0.7029896974563599,0.5618711113929749,0.6406142711639404,0.5725581049919128,0.5263156294822693,0.5245693922042847,0.46109339594841003,0.3555065989494324,0.35282549262046814,0.7449698448181152,0.18951760232448578,0.4232776463031769,0.6903243660926819,0.46404963731765747,0.4815325438976288,0.4625127911567688,0.44766688346862793,0.5290513038635254,0.5081151723861694,0.5172396898269653,0.5474761724472046,0.5528976917266846,0.2434999942779541
e5-base-v2,0.7769278883934021,0.5567470192909241,0.5916169285774231,0.9282991886138916,0.9274652600288391,0.6523025631904602,0.6202475428581238,0.6074733734130859,0.5024656653404236,0.5093950629234314,0.45224061608314514,0.4998090863227844,0.5302709341049194,0.8996210098266602,0.24746529757976532,0.49540361762046814,0.8202486634254456,0.8367919921875,0.6776610016822815,0.4850466251373291,0.5884302854537964,0.7398092150688171,0.7081863284111023,0.5256366729736328,0.7040552496910095,0.5705708861351013,0.9531490802764893
e5-large-v2,0.801010012626648,0.5779524445533752,0.6131265759468079,0.9441698789596558,0.9106762409210205,0.6998542547225952,0.5488690137863159,0.5234423875808716,0.5157051086425781,0.5179288387298584,0.4662151336669922,0.48358288407325745,0.6469757556915283,0.9300627708435059,0.27807387709617615,0.5467942953109741,0.8201464414596558,0.8548777103424072,0.6651859879493713,0.4799731969833374,0.5705078840255737,0.6927686929702759,0.7292996048927307,0.5286061763763428,0.7192105650901794,0.5682903528213501,0.9763883352279663
e5-mistral-7b-instruct,0.8165492415428162,0.5696070194244385,0.7199374437332153,0.9414554238319397,0.9326616525650024,0.6966351866722107,0.6805517673492432,0.675881028175354,0.5296826958656311,0.6203116774559021,0.5303964614868164,0.5932239294052124,0.671596109867096,0.9237684607505798,0.3562106490135193,0.6466506719589233,0.869695246219635,0.8446707725524902,0.7087008953094482,0.4615013599395752,0.6376277208328247,0.7049510478973389,0.6593969464302063,0.5231822729110718,0.724402904510498,0.6586915254592896,0.9830597639083862
bge-base-en-v1.5,0.6807701587677002,0.5360442996025085,0.597657322883606,0.9338191747665405,0.9129323959350586,0.682538628578186,0.577385425567627,0.5927748084068298,0.5050225853919983,0.5299004316329956,0.502555787563324,0.39534541964530945,0.6032983064651489,0.9015624523162842,0.24518485367298126,0.539627730846405,0.8319767117500305,0.8158644437789917,0.7074615359306335,0.4823671579360962,0.5900554656982422,0.6904691457748413,0.7384219169616699,0.5209817290306091,0.7522772550582886,0.5593596696853638,0.9451367855072021
bge-large-en-v1.5,0.7729312181472778,0.5955401062965393,0.6163952350616455,0.9480941295623779,0.919572114944458,0.7381986379623413,0.5808204412460327,0.538241982460022,0.5167240500450134,0.5457377433776855,0.5091676115989685,0.478109210729599,0.6112039089202881,0.9349770545959473,0.2871650159358978,0.5365509986877441,0.8657565116882324,0.8338873386383057,0.6935156583786011,0.45366013050079346,0.6130553483963013,0.7028484344482422,0.6837161183357239,0.5085204243659973,0.6782971024513245,0.6037620306015015,0.9512209892272949
gte-base-en-v1.5,0.7593144774436951,0.6097028255462646,0.6364694237709045,0.9099421501159668,0.9291197061538696,0.6832579374313354,0.601468563079834,0.6317906379699707,0.5187318325042725,0.5791536569595337,0.4316229522228241,0.36737167835235596,0.6041796803474426,0.8798589706420898,0.2409083992242813,0.5409731268882751,0.8898540735244751,0.8518723249435425,0.7464286088943481,0.4269310235977173,0.6314809918403625,0.7338423728942871,0.7833998203277588,0.5240511894226074,0.7393791675567627,0.5773304104804993,0.9719424247741699
gte-large-en-v1.5,0.7764260768890381,0.5942674279212952,0.6572992205619812,0.9519065618515015,0.9080474376678467,0.6847038269042969,0.566199541091919,0.5052019357681274,0.5308035612106323,0.5632104873657227,0.4739866852760315,0.43467679619789124,0.5734497308731079,0.9419607520103455,0.35540515184402466,0.5871738195419312,0.862524688243866,0.877086877822876,0.8123123645782471,0.4316384792327881,0.6724035739898682,0.8009515404701233,0.8326195478439331,0.5382608771324158,0.8474968075752258,0.5916916131973267,0.9370794296264648
gte-modernbert-base,0.76431804895401,0.5323307514190674,0.596172034740448,0.9531158208847046,0.923002302646637,0.6876528263092041,0.6264742016792297,0.6301878690719604,0.511141300201416,0.49493494629859924,0.4772695004940033,0.450422465801239,0.6730180978775024,0.9110391139984131,0.2887086868286133,0.6217591762542725,0.8648708462715149,0.8298747539520264,0.7420883178710938,0.4752989411354065,0.6603310108184814,0.73154616355896,0.6655195951461792,0.5248026847839355,0.6656557321548462,0.5605465769767761,0.9611742496490479
Qwen3-Embedding-0.6B,0.6822134852409363,0.5722522735595703,0.5863082408905029,0.9034148454666138,0.8710983991622925,0.6807952523231506,0.5053926706314087,0.5418699383735657,0.5156175494194031,0.5408480167388916,0.484048992395401,0.4315657615661621,0.6033790707588196,0.8863784074783325,0.27557799220085144,0.5929194092750549,0.8534343242645264,0.767593502998352,0.7060188055038452,0.4729878902435303,0.5996844172477722,0.7088633179664612,0.6066822409629822,0.5332828760147095,0.7386647462844849,0.5679214596748352,0.9619758129119873
Qwen3-Embedding-8B,0.8135340809822083,0.5923566818237305,0.7168856859207153,0.9409074783325195,0.9230391979217529,0.7595980763435364,0.7143589854240417,0.7244020700454712,0.48936134576797485,0.5921947360038757,0.5484007000923157,0.5494474172592163,0.72420334815979,0.9476759433746338,0.35499346256256104,0.6516250967979431,0.9034488201141357,0.8649088144302368,0.7627299427986145,0.5115970373153687,0.7363701462745667,0.7014169692993164,0.710321307182312,0.5296496152877808,0.7552865743637085,0.6388435959815979,0.9620493650436401
gemma-3-270m-it,0.246751606464386,0.49547821283340454,0.0242428220808506,0.5011513829231262,0.5173690319061279,0.002926028799265623,0.40675675868988037,0.5699592232704163,0.4932486414909363,0.04259488359093666,0.04352770000696182,0.008854017592966557,0.3605327308177948,0.5250498056411743,5.746576061937958e-05,0.0009695125627331436,0.04178503155708313,0.5048661231994629,0.5013552904129028,0.5019047260284424,0.2091023027896881,0.5617921352386475,0.5833622813224792,0.492961049079895,0.5715240240097046,0.12142021954059601,0.45247310400009155
gemma-3-1b-it,0.49714550375938416,0.5335820913314819,0.2548656761646271,0.699536919593811,0.7188526391983032,0.17591653764247894,0.5500313639640808,0.4933592677116394,0.5325133204460144,0.291238009929657,0.19724853336811066,0.24062468111515045,0.4271034598350525,0.666501522064209,0.019994866102933884,0.1974775344133377,0.40277931094169617,0.6366355419158936,0.5401451587677002,0.4262353181838989,0.40653783082962036,0.6478319764137268,0.6584980487823486,0.5171197652816772,0.6208167672157288,0.30175936222076416,0.7090381383895874
Llama-3.2-3B-Instruct,0.7280982732772827,0.5044217705726624,0.5568433403968811,0.5463839769363403,0.5537739992141724,0.5394270420074463,0.47887909412384033,0.5913103818893433,0.5038384795188904,0.4854896664619446,0.4165148138999939,0.47685420513153076,0.3607962727546692,0.538789689540863,0.23749299347400665,0.45810678601264954,0.5855910181999207,0.5139164328575134,0.5206460952758789,0.49218320846557617,0.4320540130138397,0.5629687905311584,0.5842834711074829,0.4998076260089874,0.5765066146850586,0.511243462562561,0.4606666564941406
Qwen3-4B,0.8497323393821716,0.775983989238739,0.6652383804321289,0.9475924372673035,0.922028660774231,0.4828844964504242,0.6940479278564453,0.7192214131355286,0.6154297590255737,0.62078857421875,0.5664623975753784,0.4028189182281494,0.7119026184082031,0.9299787282943726,0.2201460599899292,0.4583800435066223,0.7998732328414917,0.869918704032898,0.7323635816574097,0.7537612915039062,0.6702562570571899,0.8564978837966919,0.8918255567550659,0.6296330094337463,0.8699856996536255,0.6449465155601501,0.9839394092559814
Phi-4-mini-instruct,0.7408709526062012,0.5316176414489746,0.6193781495094299,0.7121282815933228,0.6997272968292236,0.5339058637619019,0.44053563475608826,0.6652180552482605,0.5019315481185913,0.5515788793563843,0.389321893453598,0.40536338090896606,0.3777104318141937,0.6850106120109558,0.23859953880310059,0.395669162273407,0.6520477533340454,0.6564617156982422,0.5046854615211487,0.4999839663505554,0.49097007513046265,0.7045025825500488,0.6338613629341125,0.5235722661018372,0.6851626038551331,0.5803982615470886,0.706250011920929
Qwen3-8B,0.8622773885726929,0.6696007251739502,0.6806145310401917,0.9473200440406799,0.9253227710723877,0.5226321816444397,0.7273061275482178,0.794788122177124,0.6377258896827698,0.6109967827796936,0.5580412149429321,0.4182721972465515,0.72970050573349,0.9401372671127319,0.23162594437599182,0.4751225709915161,0.8295106291770935,0.8771510124206543,0.7308112382888794,0.2529999911785126,0.7027848362922668,0.8517290353775024,0.8871627449989319,0.6636102795600891,0.8654845952987671,0.6372009515762329,0.9829134941101074
Mistral-Nemo-Instruct-2407,0.8508498668670654,0.7452191114425659,0.6901076436042786,0.9446386098861694,0.9029363393783569,0.44835615158081055,0.761665940284729,0.7849413156509399,0.787163257598877,0.6091029644012451,0.5459252595901489,0.40234678983688354,0.7902305722236633,0.9502403736114502,0.24893233180046082,0.47370296716690063,0.792164146900177,0.76802659034729,0.7193542122840881,0.7002339959144592,0.64515221118927,0.8808333873748779,0.9089280366897583,0.7719568014144897,0.8483136892318726,0.6396505236625671,0.9689841270446777
